User_Id,Session ID,URL1,URL2,URL3,URL4,URL5,URL6,URL7,URL8,URL9,URL10,URL11,URL12,URL13,URL14,Time
101781721,12,rate.taobao.com/remarkSeller4C.htm,wuliu.taobao.com/user/order_detail_new.htm,trade.taobao.com/trade/itemlist/list_bought_items.htm,wuliu.taobao.com/user/order_detail_new.htm,,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,,search.taobao.com/search,rate.taobao.com/myRate.htm,rate.taobao.com/remarkSeller4C.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,2014-12-13 21
103891828,13,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,mm.taobao.com/,wuliu.taobao.com/user/order_detail_new.htm,size.taobao.com/wardrobe/stature.htm,2014-12-01 13
101260672,14,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,i.taobao.com/home.htm,rate.taobao.com/myRate.htm,trade.taobao.com/trade/detail/trade_item_detail.htm,2014-12-12 11
104811265,15,mission.jianghu.taobao.com/umissionList.htm,rate.taobao.com/myRate.htm,wuliu.taobao.com/user/order_detail_new.htm,taobao.com/my_taobao.htm,,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,,www.taobao.com/market/fashion/dapei2013.php,list.taobao.com/market/100/searchAuction.htm,shuo.taobao.com/microshop/shop_middle_page.htm,detail.ju.taobao.com/home.htm,s.taobao.com/search,2014-12-11 19
103802946,16,try.taobao.com/item.htm,guang.taobao.com/,ju.taobao.com/,hangyeshequ.taobao.com/,shuo.taobao.com/microshop/shop_middle_page.htm,size.taobao.com/wardrobe/stature.htm,,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,,size.taobao.com/wardrobe/stature.htm,taobao.com/my_taobao.htm,vip.taobao.com/,2014-11-20 23
104221274,17,re.taobao.com/search,search.taobao.com/search,s.taobao.com/search,s8.taobao.com/search,s.taobao.com/search,search.taobao.com/search,,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,,mm.taobao.com/,ju.taobao.com/,2014-12-14 12
110418606,18,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,mm.taobao.com/,taobao.com/my_taobao.htm,item.taobao.com/item.htm,2014-12-09 16
100684618,19,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,search.taobao.com/search,detail.taobao.com/meal_detail.htm,search.taobao.com/search,2014-11-26 11
100509623,20,trade.taobao.com/trade/detail/trade_item_detail.htm,wuliu.taobao.com/user/order_detail_new.htm,trade.taobao.com/trade/detail/trade_item_detail.htm,mission.jianghu.taobao.com/umissionList.htm,,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,,mission.jianghu.taobao.com/umissionList.htm,vip.taobao.com/,detail.taobao.com/meal_detail.htm,list.taobao.com/market/100/searchAuction.htm,ju.taobao.com/,2014-11-21 12
101781721,21,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,detail.taobao.com/meal_detail.htm,search.taobao.com/search,dongtai.taobao.com/,list.taobao.com/market/100/searchAuction.htm,2014-12-12 12
103891828,22,re.taobao.com/search,search.taobao.com/search,s.taobao.com/search,s.taobao.com/search,search.taobao.com/search,s8.taobao.com/search,,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,,ju.taobao.com/,list.taobao.com/market/100/searchAuction.htm,2014-12-08 21
101260672,23,i.taobao.com/home.htm,trade.taobao.com/trade/itemlist/list_bought_items.htm,rate.taobao.com/myRate.htm,i.taobao.com/home.htm,,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,,s.taobao.com/search,list.taobao.com/market/100/searchAuction.htm,search.taobao.com/search,detail.ju.taobao.com/home.htm,taojinbi.taobao.com/,2014-11-28 09
104811265,24,s8.taobao.com/search,re.taobao.com/search,s8.taobao.com/search,s.taobao.com/search,s8.taobao.com/search,s8.taobao.com/search,,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,,www.taobao.com/market/fashion/dapei2013.php,size.taobao.com/wardrobe/stature.htm,2014-12-05 11
103802946,25,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,search.taobao.com/search,i.taobao.com/home.htm,rate.taobao.com/myRate.htm,2014-11-23 21
104221274,26,re.taobao.com/search,re.taobao.com/search,search.taobao.com/search,s8.taobao.com/search,re.taobao.com/search,s8.taobao.com/search,,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,,guang.taobao.com/,tejia.taobao.com/,2014-11-29 09
110418606,27,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,admin.uz.taobao.com/index.do,size.taobao.com/wardrobe/stature.htm,dongtai.taobao.com/,2014-11-25 19
100684618,28,search.taobao.com/search,s8.taobao.com/search,s.taobao.com/search,re.taobao.com/search,s.taobao.com/search,re.taobao.com/search,,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,,www.taobao.com/market/fashion/dapei2013.php,vip.taobao.com/,2014-12-05 23
100509623,29,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,try.taobao.com/item.htm,ju.taobao.com/,wuliu.taobao.com/user/order_detail_new.htm,2014-12-15 14
101781721,30,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,admin.uz.taobao.com/index.do,rate.taobao.com/myRate.htm,search.taobao.com/search,2014-12-16 21
103891828,31,search.taobao.com/search,s.taobao.com/search,s8.taobao.com/search,re.taobao.com/search,s8.taobao.com/search,s8.taobao.com/search,,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,,hangyeshequ.taobao.com/,taojinbi.taobao.com/,2014-12-01 13
101260672,32,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,vip.taobao.com/,try.taobao.com/item.htm,www.taobao.com/market/fashion/dapei2013.php,2014-12-17 20
104811265,33,re.taobao.com/search,re.taobao.com/search,re.taobao.com/search,re.taobao.com/search,re.taobao.com/search,s.taobao.com/search,,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,,hangyeshequ.taobao.com/,qing.taobao.com/,2014-12-15 15
103802946,34,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,mission.jianghu.taobao.com/umissionList.htm,dongtai.taobao.com/,re.taobao.com/search,2014-12-18 21
104221274,35,search.taobao.com/search,s.taobao.com/search,re.taobao.com/search,s.taobao.com/search,search.taobao.com/search,search.taobao.com/search,,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,,i.taobao.com/home.htm,mm.taobao.com/,2014-12-04 21
110418606,36,search.taobao.com/search,search.taobao.com/search,re.taobao.com/search,s8.taobao.com/search,s8.taobao.com/search,search.taobao.com/search,,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,detail.taobao.com/meal_detail.htm,detail.taobao.com/meal_detail.htm,,rate.taobao.com/myRate.htm,detail.ju.taobao.com/home.htm,2014-11-24 20
100684618,37,dongtai.taobao.com/,dongtai.taobao.com/,try.taobao.com/item.htm,mm.taobao.com/,dongtai.taobao.com/,guang.taobao.com/,,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,,detail.ju.taobao.com/home.htm,re.taobao.com/search,trade.taobao.com/trade/detail/trade_item_detail.htm,2014-12-11 23
100509623,38,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,rate.taobao.com/remarkSeller4C.htm,hangyeshequ.taobao.com/,taojinbi.taobao.com/,2014-11-26 13
101781721,39,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,tejia.taobao.com/,meal.taobao.com/mealDetail.htm,dongtai.taobao.com/,2014-12-18 14
103891828,40,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,dongtai.taobao.com/,tejia.taobao.com/,2014-12-11 08
101260672,41,re.taobao.com/search,search.taobao.com/search,re.taobao.com/search,s8.taobao.com/search,search.taobao.com/search,search.taobao.com/search,,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,,mission.jianghu.taobao.com/umissionList.htm,ju.taobao.com/,2014-11-25 02
104811265,42,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,dongtai.taobao.com/,shuo.taobao.com/microshop/shop_middle_page.htm,qing.taobao.com/,2014-12-15 20
103802946,43,s8.taobao.com/search,s.taobao.com/search,s.taobao.com/search,re.taobao.com/search,s.taobao.com/search,s.taobao.com/search,,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,,ju.taobao.com/,item.taobao.com/item.htm,2014-12-07 20
104221274,44,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,www.taobao.com/market/fashion/dapei2013.php,wuliu.taobao.com/user/order_detail_new.htm,2014-12-14 23
110418606,45,s.taobao.com/search,s8.taobao.com/search,search.taobao.com/search,s.taobao.com/search,re.taobao.com/search,re.taobao.com/search,,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,,shuo.taobao.com/microshop/shop_middle_page.htm,meal.taobao.com/mealDetail.htm,2014-11-25 20
100684618,46,www.taobao.com/market/fashion/dapei2013.php,list.taobao.com/market/100/searchAuction.htm,hangyeshequ.taobao.com/,shuo.taobao.com/microshop/shop_middle_page.htm,ju.taobao.com/,try.taobao.com/item.htm,,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,,vip.taobao.com/,rate.taobao.com/myRate.htm,list.taobao.com/market/100/searchAuction.htm,2014-12-05 23
100509623,47,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,trade.taobao.com/trade/detail/trade_item_detail.htm,rate.taobao.com/remarkSeller4C.htm,www.taobao.com/market/fashion/dapei2013.php,2014-11-19 11
101781721,48,re.taobao.com/search,s.taobao.com/search,s8.taobao.com/search,s.taobao.com/search,s.taobao.com/search,s8.taobao.com/search,,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,,qing.taobao.com/,trade.taobao.com/trade/itemlist/listBoughtItems.htm,2014-12-14 17
103891828,49,i.taobao.com/home.htm,i.taobao.com/home.htm,i.taobao.com/home.htm,trade.taobao.com/trade/itemlist/list_bought_items.htm,,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,,wuliu.taobao.com/user/order_detail_new.htm,i.taobao.com/home.htm,s8.taobao.com/search,detail.taobao.com/meal_detail.htm,rate.taobao.com/remarkSeller4C.htm,2014-11-24 12
101260672,50,i.taobao.com/home.htm,trade.taobao.com/trade/itemlist/list_bought_items.htm,i.taobao.com/home.htm,rate.taobao.com/myRate.htm,,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,,dongtai.taobao.com/,s.taobao.com/search,list.taobao.com/market/100/searchAuction.htm,meal.taobao.com/mealDetail.htm,admin.uz.taobao.com/index.do,2014-12-17 01
104811265,51,taobao.com/my_taobao.htm,trade.taobao.com/trade/detail/trade_item_detail.htm,trade.taobao.com/trade/detail/trade_item_detail.htm,trade.taobao.com/trade/itemlist/list_bought_items.htm,,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,,wuliu.taobao.com/user/order_detail_new.htm,rate.taobao.com/remarkSeller4C.htm,wuliu.taobao.com/user/order_detail_new.htm,taojinbi.taobao.com/,mission.jianghu.taobao.com/umissionList.htm,2014-12-05 08
103802946,52,guang.taobao.com/,ju.taobao.com/,www.taobao.com/market/fashion/dapei2013.php,admin.uz.taobao.com/index.do,tejia.taobao.com/,tejia.taobao.com/,,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,,rate.taobao.com/myRate.htm,rate.taobao.com/remarkSeller4C.htm,rate.taobao.com/myRate.htm,2014-12-18 21
104221274,53,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,trade.taobao.com/trade/itemlist/list_bought_items.htm,i.taobao.com/home.htm,taojinbi.taobao.com/,2014-11-24 19
110418606,54,shuo.taobao.com/microshop/shop_middle_page.htm,mm.taobao.com/,tejia.taobao.com/,list.taobao.com/market/100/searchAuction.htm,dongtai.taobao.com/,hangyeshequ.taobao.com/,,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,,list.taobao.com/market/100/searchAuction.htm,detail.taobao.com/meal_detail.htm,hangyeshequ.taobao.com/,2014-11-24 19
100684618,55,trade.taobao.com/trade/detail/trade_item_detail.htm,i.taobao.com/home.htm,wuliu.taobao.com/user/order_detail_new.htm,wuliu.taobao.com/user/order_detail_new.htm,,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,,search.taobao.com/search,search.taobao.com/search,mission.jianghu.taobao.com/umissionList.htm,vip.taobao.com/,wuliu.taobao.com/user/order_detail_new.htm,2014-12-12 23
100509623,56,s.taobao.com/search,s8.taobao.com/search,re.taobao.com/search,s8.taobao.com/search,search.taobao.com/search,s8.taobao.com/search,,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,,vip.taobao.com/,trade.taobao.com/trade/detail/trade_item_detail.htm,2014-12-15 18
101781721,57,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,taojinbi.taobao.com/,detail.ju.taobao.com/home.htm,search.taobao.com/search,2014-12-17 12
103891828,58,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,detail.taobao.com/meal_detail.htm,rate.taobao.com/remarkSeller4C.htm,trade.taobao.com/trade/detail/trade_item_detail.htm,trade.taobao.com/trade/itemlist/list_bought_items.htm,2014-12-11 00
101260672,59,rate.taobao.com/myRate.htm,wuliu.taobao.com/user/order_detail_new.htm,wuliu.taobao.com/user/order_detail_new.htm,rate.taobao.com/myRate.htm,,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,item.taobao.com/item.htm,,ju.taobao.com/,mm.taobao.com/,dongtai.taobao.com/,detail.taobao.com/meal_detail.htm,search.taobao.com/search,2014-12-16 12
104811265,60,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,detail.taobao.com/meal_detail.htm,shuo.taobao.com/microshop/shop_middle_page.htm,trade.taobao.com/trade/itemlist/list_bought_items.htm,2014-12-04 10
103802946,61,item.taobao.com/item.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,rate.taobao.com/remarkSeller4C.htm,i.taobao.com/home.htm,shuo.taobao.com/microshop/shop_middle_page.htm,2014-12-14 00
104221274,62,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,meal.taobao.com/mealDetail.htm,guang.taobao.com/,guang.taobao.com/,taobao.com/my_taobao.htm,2014-12-08 08
116730636,63,meal.taobao.com/mealDetail.htm,detail.ju.taobao.com/home.htm,item.taobao.com/item.htm,detail.ju.taobao.com/home.htm,detail.taobao.com/meal_detail.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,detail.ju.taobao.com/home.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,meal.taobao.com/mealDetail.htm,item.taobao.com/item.htm,detail.taobao.com/meal_detail.htm,shuo.taobao.com/microshop/shop_middle_page.htm,2014-12-17 11
